TIMESTAMP,ContextTokens,GeneratedTokens
1700159336540,16,177
1700159336604,203,162
1700159336873,1058,400
1700159336929,376,74
1700159336940,1071,387
1700159336971,194,217
1700159337184,1026,429
1700159337525,1312,193
1700159337528,380,82
1700159337613,1098,393
1700159338027,1093,389
1700159338119,379,63
1700159338333,181,121
1700159338417,1089,398
1700159338487,1132,398
1700159338900,981,399
1700159340385,390,48
1700159340455,1063,401
1700159340456,905,115
1700159340488,3042,99
1700159340753,1087,412
1700159340760,995,83
1700159340782,407,129
1700159341165,1081,390
1700159341186,4089,57
1700159341308,4081,41
1700159341844,1081,471
1700159341991,4086,34
1700159342458,1317,155
1700159342595,1000,386
1700159342918,955,425
1700159342974,986,604
1700159343622,1062,400
1700159343690,1026,402
1700159343941,4080,38
1700159344101,124,198
1700159344129,200,192
1700159344223,2480,108
1700159344284,4073,98
1700159344294,1054,396
1700159344329,203,151
1700159344419,1901,53
1700159344491,388,91
1700159344857,970,401
1700159344867,2417,105
1700159344939,1065,397
1700159345219,457,81
1700159345430,1133,405
1700159345495,997,394
1700159345530,1316,152
1700159345538,127,202
1700159346036,4098,90
1700159346122,4096,26
1700159346520,1071,397
1700159346786,1003,396
1700159346850,1172,391
1700159346948,4087,68
1700159347065,370,77
1700159347132,1120,447
1700159347249,391,140
1700159347323,1046,405
1700159347416,2702,49
1700159347859,1051,400
1700159348088,387,84
1700159348115,1024,408
1700159348266,206,212
1700159348608,1313,138
1700159348653,2444,62
1700159348758,203,181
1700159348881,1323,210
1700159348885,992,397
1700159349077,961,429
1700159349200,181,129
1700159349202,397,90
1700159349464,411,107
1700159349544,1464,68
1700159349797,447,79
1700159350146,23,134
1700159350595,2787,65
1700159350777,1103,390
1700159350885,2010,115
1700159350962,326,18
1700159351113,1077,400
1700159351160,1031,430
1700159351331,4086,63
1700159351411,206,217
1700159351519,403,107
1700159351529,378,57
1700159351586,383,78
1700159351714,4096,44
1700159352030,1076,396
1700159352166,1066,383
1700159352344,1015,122
1700159352535,1089,391
1700159352698,1037,396
1700159352937,388,98
1700159353002,1047,400
1700159353030,4075,41
1700159353093,1064,364
1700159353196,1093,397
1700159353351,398,104
1700159353763,2825,46
1700159354226,1072,444
1700159354288,2902,72
1700159354384,4090,110
1700159355320,242,14
1700159355448,1132,437
1700159355813,397,114
1700159355927,120,12
1700159355938,982,445
1700159356043,389,89
1700159356236,406,96
1700159356308,1004,396
1700159356760,1094,436
1700159356806,383,67
1700159357139,1085,397
1700159357528,1317,144
1700159357966,1101,411
1700159358087,1111,375
1700159358841,200,167
1700159358920,990,397
1700159358922,413,57
1700159359351,1315,141
1700159359505,4076,75
1700159359550,884,123
1700159359588,1056,396
1700159359638,4090,57
1700159359970,1029,393
1700159359996,1064,476
1700159360153,949,393
1700159360220,1048,389
1700159360332,1851,42
1700159360560,1087,429
1700159361080,1170,400
1700159361305,982,47
1700159361452,1595,150
1700159361701,4073,47
1700159361759,1186,421
1700159362238,1992,76
1700159362598,1677,56
1700159362703,1058,394
1700159362812,209,217
1700159362839,2597,94
1700159362937,397,88
1700159363007,399,86
1700159363099,1153,375
1700159363101,982,487
1700159363266,398,91
1700159364038,402,110
1700159364150,387,78
1700159364180,392,90
1700159364404,1043,393
1700159364502,387,72
1700159364649,1044,408
1700159364649,1049,403
1700159364654,2221,202
1700159364882,4087,73
1700159365272,393,101
1700159365726,378,52
1700159366493,1030,360
1700159366514,441,134
1700159367018,415,93
1700159367130,393,83
1700159367284,394,175
1700159367286,1115,398
1700159367329,968,396
1700159367769,373,48
1700159367858,414,90
1700159368525,1084,453
1700159368993,1183,408
1700159369005,1100,379
1700159369098,978,414
1700159369344,409,98
1700159369420,1041,396
1700159369633,2136,91
1700159369705,392,86
1700159370323,125,211
1700159370339,1110,429
1700159370339,1060,408
1700159370708,401,145
1700159370748,1352,155
1700159370892,1074,429
1700159370965,1055,397
1700159371047,459,225
1700159371054,396,104
1700159371055,370,63
1700159371320,371,71
1700159371368,997,429
1700159371805,1077,520
1700159371855,992,420
1700159371958,1095,429
1700159372047,1096,445
1700159372197,1916,61
1700159372363,1482,69
1700159372392,407,175
1700159372836,373,71
1700159372925,109,120
1700159373638,1063,407
1700159373766,374,99
1700159374120,991,414
1700159374411,395,87
1700159374427,4088,37
1700159374626,1230,76
1700159374699,4075,37
1700159374740,4085,48
1700159374912,366,65
1700159375335,4077,59
1700159375450,1061,396
1700159375577,2597,94
1700159375756,384,83
1700159375882,407,125
1700159375921,4083,37
1700159376101,379,91
1700159376104,1036,509
1700159376397,1072,429
1700159376421,4086,50
1700159376511,1147,405
1700159376544,1046,564
1700159376613,2584,154
1700159376633,1081,402
1700159376930,4083,31
1700159377291,1085,396
1700159377439,398,111
1700159377475,420,99
1700159377697,1043,429
1700159377699,1064,440
1700159377701,383,86
1700159377802,1775,52
1700159377945,422,92
1700159378138,188,167
1700159378164,1042,407
1700159378367,2221,206
1700159378373,395,86
1700159378442,1874,51
1700159378482,1050,375
1700159378540,1047,411
1700159378834,401,131
1700159379050,1106,380
1700159379305,1041,569
1700159379379,4081,58
1700159379550,394,75
1700159379939,386,99
1700159379958,1077,396
1700159380557,1082,373
1700159380760,4083,52
1700159380811,1057,436
1700159381146,1119,399
1700159381463,206,152
1700159381499,200,217
1700159381526,1583,24
1700159381564,1127,394
1700159381570,2666,87
1700159381882,2888,127
1700159382555,2221,168
1700159382580,379,71
1700159382580,392,93
1700159383059,1040,956
1700159383153,402,143
1700159383239,178,169
1700159383373,1313,186
1700159383666,1047,463
1700159383876,91,16
1700159383965,1101,373
1700159384111,387,100
1700159384241,374,66
1700159384324,1102,560
1700159384498,372,68
1700159384572,1120,416
1700159384592,203,193
1700159384602,1146,88
1700159385054,181,131
1700159385092,402,93
1700159385121,4082,49
1700159385377,1025,431
1700159385767,386,89
1700159385898,203,217
1700159386223,1104,396
1700159386229,4076,51
1700159386470,401,99
1700159387079,982,428
1700159387386,1049,384
1700159387483,441,59
1700159387488,434,132
1700159387726,386,93
1700159387827,1057,429
1700159388015,412,131
1700159388151,990,388
1700159388274,1935,78
1700159388661,2289,103
1700159389060,380,111
1700159389102,1099,414
1700159389208,53,148
1700159389344,1163,82
1700159389369,4085,51
1700159389897,1015,396
1700159390841,1087,438
1700159391099,814,160
1700159391130,392,96
1700159391347,1061,396
1700159391871,949,407
1700159391885,403,105
1700159392194,1192,415
1700159392577,1000,414
1700159392578,194,152
1700159392720,181,167
1700159392878,988,398
1700159393280,398,86
1700159393333,1061,416
1700159394068,197,152
1700159394168,384,65
1700159394557,1086,397
1700159394601,401,74
1700159394701,331,18
1700159394746,991,406
1700159394882,4100,37
1700159394910,2219,60
1700159395027,392,98
1700159395100,4077,35
1700159395106,2652,43
1700159395113,385,93
1700159395185,374,42
1700159395219,924,394
1700159395924,401,86
1700159395976,394,173
1700159395981,1310,145
1700159396423,972,378
1700159396796,2252,96
1700159396972,1044,398
1700159397369,379,83
1700159397442,1239,90
1700159397502,389,90
1700159397577,1070,520
1700159397578,1072,395
1700159397727,1058,422
1700159397862,1054,402
1700159397914,203,194
1700159398121,1008,415
1700159398132,1163,520
1700159399109,1060,74
1700159399368,1287,81
1700159399465,1089,608
1700159399855,1120,429
1700159400196,1165,37
1700159400346,2740,83
1700159400734,392,138
1700159400754,1314,236
1700159401159,1317,231
1700159401803,91,16
1700159402385,1259,81
1700159402756,382,103
1700159402783,1135,455
1700159403100,1053,427
1700159403410,1111,438
1700159403726,1123,87
1700159403811,1119,399
1700159403884,1314,176
1700159403901,382,79
1700159403948,1112,397
1700159404160,402,98
1700159404515,1027,429
1700159404587,1023,378
1700159404709,200,181
1700159405085,203,152
1700159405539,1135,395
1700159405599,1110,429
1700159405657,1094,383
1700159406052,1074,429
1700159406234,1169,429
1700159406236,194,177
1700159406565,1104,396
1700159406599,1095,429
1700159406776,393,76
1700159406782,1070,393
1700159406842,1126,407
1700159407168,393,86
1700159407290,1455,43
1700159407601,243,14
1700159407649,402,83
1700159407815,1522,85
1700159407938,1072,394
1700159408197,1110,658
1700159408232,997,440
1700159408321,181,200
1700159408331,1089,424
1700159408379,181,133
1700159409615,395,90
1700159410391,1119,405
1700159410531,2888,116
1700159410678,1852,62
1700159411145,209,179
1700159411660,1081,676
1700159411673,1479,75
1700159411915,1092,419
1700159411957,1029,415
1700159412116,1074,394
1700159412274,1066,426
1700159412523,1054,399
1700159412547,206,188
1700159412712,4078,31
1700159412848,181,248
1700159413642,1239,90
1700159414013,1009,394
1700159414394,382,74
1700159414486,1009,429
1700159414486,206,181
1700159414641,4123,48
1700159415086,1044,422
1700159415102,924,105
1700159415374,374,70
1700159415374,1381,82
1700159415671,1140,366
1700159416305,1111,410
1700159416565,869,85
1700159416700,1019,414
1700159416735,399,106
1700159417008,1087,418
1700159417159,1079,405
1700159417591,1061,401
1700159417649,1005,53
1700159418004,1077,393
1700159418042,1540,72
1700159418624,1012,414
1700159418919,2846,82
1700159418949,1011,396
1700159419025,1111,373
1700159419793,161,217
1700159420364,1077,396
1700159420373,1099,434
1700159420386,1048,396
1700159420407,1101,453
1700159420535,1040,429
1700159420602,333,18
1700159420660,1089,424
1700159420722,1051,375
1700159421003,1135,429
1700159421104,1314,204
1700159421180,1088,402
1700159421350,1316,353
1700159421750,1042,398
1700159421880,1020,375
1700159422124,181,112
1700159422169,209,194
1700159422615,4075,37
1700159422905,1139,463
1700159423092,24,181
1700159423100,858,100
1700159423326,388,81
1700159423377,1042,407
1700159423379,1035,395
1700159423529,1027,429
1700159423571,1103,391
1700159424004,1049,440
1700159424071,1043,396
1700159424451,1024,520
1700159424565,1094,404
1700159424688,1065,411
1700159425075,1201,410
1700159425370,1029,411
1700159425497,1036,426
1700159425672,4143,44
1700159425773,1033,407
1700159425807,1081,419
1700159426041,431,80
1700159426231,1089,418
1700159426447,1126,387
1700159426555,1067,467
1700159426776,997,445
1700159426779,1071,498
1700159426821,752,70
1700159426939,1065,401
1700159426946,317,18
1700159427147,1314,138
1700159427244,1022,420
1700159427271,1041,414
1700159427402,1071,396
1700159427563,1168,429
1700159427990,1119,411
1700159428176,1020,501
1700159428459,1065,429
1700159428625,200,174
1700159428691,1139,414
1700159428699,1087,410
1700159428787,1058,475
1700159429014,1157,384
1700159429395,1820,69
1700159429645,200,179
1700159429966,2521,37
1700159430157,1021,394
1700159430248,4078,49
1700159430342,209,177
1700159430554,203,183
1700159430586,1014,427
1700159431017,1047,399
1700159431113,1179,407
1700159431206,1029,406
1700159431234,2172,80
1700159431420,984,384
1700159431542,984,429
1700159431750,181,217
1700159432452,1072,414
1700159432751,167,158
1700159432754,1044,419
1700159432948,1043,403
1700159432969,1070,551
1700159433722,1029,468
1700159433909,1101,482
1700159434011,1048,396
1700159434190,420,71
1700159434552,197,183
1700159434611,1058,414
1700159434751,4075,69
1700159434818,1086,403
1700159434848,1002,382
1700159434866,159,204
1700159435629,1053,413
1700159436150,25,176
1700159436513,1230,396
1700159436515,197,217
1700159436519,1052,417
1700159437061,1028,401
1700159437324,372,81
1700159437443,1692,51
1700159437538,1047,535
1700159437802,1177,386
1700159437842,1103,363
1700159438176,398,92
1700159438216,1121,424
1700159438217,1028,382
1700159438428,1139,412
1700159438722,203,165
1700159439088,1313,177
1700159439534,918,40
1700159439828,2578,61
1700159440136,1592,48
1700159440216,375,65
1700159440351,1089,601
1700159440862,1048,80
1700159440942,181,222
1700159441247,1139,405
1700159441358,1014,391
1700159441884,1353,147
1700159442037,203,183
1700159442191,923,137
1700159442296,1047,420
1700159442366,378,68
1700159442370,1044,391
1700159442529,1023,520
1700159442767,1353,160
1700159442828,1010,397
1700159442837,1126,937
1700159442853,1126,919
1700159443067,1088,402
1700159444547,1029,409
1700159444656,398,93
1700159444944,995,414
1700159445552,1204,460
1700159445589,120,12
1700159445852,200,217
1700159446188,999,417
1700159446256,396,91
1700159446364,2605,50
1700159446562,181,187
1700159446844,1014,428
1700159447534,1023,484
1700159448109,4081,36
1700159448139,1072,386
1700159448198,1015,416
1700159448247,1019,414
1700159448649,1314,141
1700159449974,1029,663
1700159450103,1044,458
1700159450105,2519,75
1700159450613,1665,49
1700159450649,995,403
1700159451108,1037,411
1700159451375,1923,74
1700159451502,3250,92
1700159452041,200,217
1700159452366,1069,419
1700159452403,1315,163
1700159452842,400,94
1700159452856,1115,423
1700159452992,1306,915
1700159453227,903,100
1700159453586,1850,94
1700159453660,1126,447
1700159453764,1040,396
1700159453876,1023,415
1700159454251,203,161
1700159454684,1081,426
1700159454904,1074,645
1700159454997,1038,514
1700159455355,173,158
1700159455415,169,217
1700159455449,1074,411
1700159455501,1144,425
1700159455622,1012,414
1700159455641,1014,411
1700159456205,1143,668
1700159456370,979,413
1700159456482,403,97
1700159456755,1315,189
1700159456860,1012,396
1700159457040,206,186
1700159457223,1079,410
1700159457357,181,125
1700159457813,1312,129
1700159457832,398,125
1700159457963,372,150
1700159458019,1064,409
1700159458039,1054,421
1700159458117,1034,405
1700159458791,4103,62
1700159458818,181,102
1700159458818,2754,116
1700159459029,1068,625
1700159459616,1084,389
1700159459656,2584,165
1700159459873,380,58
1700159460151,1025,468
1700159460281,1801,72
1700159461206,181,176
1700159461271,212,165
1700159462265,404,78
1700159462274,218,167
1700159462796,1389,65
1700159462799,987,399
1700159463055,1000,414
1700159463229,4075,36
1700159463283,181,107
1700159463376,1314,200
1700159463481,310,18
1700159463543,1120,373
1700159463580,1033,386
1700159463914,1314,150
1700159464064,329,18
1700159464090,91,16
1700159464665,1044,411
1700159464753,1139,412
1700159464854,1064,414
1700159465033,1140,391
1700159465111,1042,414
1700159465182,1126,690
1700159465555,1080,449
1700159465776,1024,373
1700159465814,4074,49
1700159466123,938,456
1700159466596,1028,375
1700159466596,1284,48
1700159466597,1073,373
1700159466711,402,97
1700159467110,1067,395
1700159467218,1077,427
1700159467454,1101,429
1700159468370,1077,396
1700159468608,1042,363
1700159468611,1298,85
1700159468988,972,384
1700159469239,1057,442
1700159469663,23,125
1700159469750,209,162
1700159469872,405,139
1700159470172,1314,213
1700159470179,1587,97
1700159470417,1122,411
1700159470494,206,162
1700159470504,2519,75
1700159470894,197,217
1700159470907,1016,468
1700159471372,1125,429
1700159471483,995,46
1700159471614,4100,134
1700159471753,1147,423
1700159472157,883,115
1700159472447,1076,399
1700159472652,994,386
1700159472688,1092,393
1700159472743,215,152
1700159472787,835,449
1700159472961,1054,509
1700159473096,999,386
1700159473117,203,189
1700159473270,1895,82
1700159473287,997,388
1700159473501,1035,389
1700159473791,1021,395
1700159474084,1130,382
1700159474308,237,14
1700159474684,1029,409
1700159474705,1155,396
1700159474817,1184,442
1700159474909,1140,404
1700159475235,1092,431
1700159475360,1162,405
1700159475678,1104,429
1700159475706,181,112
1700159475842,1057,394
1700159476195,1047,414
1700159476241,1912,69
1700159476322,1146,395
1700159476540,4086,43
1700159476630,1314,206
1700159476879,1313,194
1700159477143,401,96
1700159477282,985,443
1700159477957,12,177
1700159477964,1886,53
1700159478049,1069,409
1700159478182,1318,165
1700159478281,1150,420
1700159478783,1147,394
1700159478997,1027,558
1700159478997,1009,403
1700159479063,1024,385
1700159479550,1071,396
1700159479722,1067,544
1700159479815,1020,409
1700159480054,1009,429
1700159480475,902,381
1700159480699,412,108
1700159480940,212,162
1700159481679,212,189
1700159481821,390,133
1700159481875,1136,397
1700159481904,1169,397
1700159481905,4076,28
1700159481947,4137,36
1700159482004,1021,409
1700159483023,4092,44
1700159483240,1154,393
1700159483523,1083,404
1700159483621,1182,418
1700159483910,1188,407
1700159484372,1083,409
1700159484625,1162,396
1700159484649,320,18
1700159484961,1152,482
1700159484964,397,71
1700159485051,1080,433
1700159485385,407,141
1700159485698,209,162
1700159485840,127,184
1700159485892,1012,411
1700159486404,1146,402
1700159486505,378,80
1700159486861,2221,107
1700159487013,194,174
1700159487101,1032,389
1700159487663,791,69
1700159487881,1011,395
1700159487901,181,120
1700159487903,206,162
1700159488074,1027,414
1700159488150,1227,419
1700159488242,379,67
1700159488325,1313,167
1700159488409,401,118
1700159488501,1158,103
1700159488581,1099,387
1700159488691,212,217
1700159489021,200,181
1700159489055,1098,661
1700159489123,1034,402
1700159489155,1011,411
1700159489264,1245,384
1700159489320,397,133
1700159489350,1029,396
1700159489352,1057,391
1700159489620,3115,117
1700159489712,991,384
1700159489888,993,385
1700159490178,1054,399
1700159490651,1031,373
1700159490681,1042,418
1700159490684,2481,27
1700159490755,1034,417
1700159491449,242,14
1700159491593,1055,445
1700159491600,420,80
1700159491845,1177,386
1700159492003,1068,444
1700159492127,1170,423
1700159492371,1034,431
1700159492827,1049,440
1700159492860,1064,394
1700159493081,1166,43
1700159493180,404,98
1700159493512,398,122
1700159493774,1708,42
1700159494271,1321,193
1700159494505,1117,559
1700159495121,242,14
1700159495364,1105,393
1700159495482,209,217
1700159495615,1086,383
1700159495658,1087,427
1700159495829,1107,636
1700159496507,1287,611
1700159496725,1095,390
1700159496932,399,71
1700159497063,1039,399
1700159497184,1317,243
1700159497403,206,191
1700159497521,1057,426
1700159497599,181,144
1700159497657,197,205
1700159497675,247,14
1700159497841,1145,907
1700159497920,1313,253
1700159498024,4083,39
1700159498031,1000,395
1700159498049,409,156
1700159498193,1317,249
1700159499495,3115,105
1700159499664,4075,69
1700159499926,387,105
1700159500027,1034,33
1700159500541,2584,161
1700159500673,1018,414
1700159501104,891,403
1700159501105,1287,58
1700159501727,203,217
1700159501736,200,217
1700159502045,1165,97
1700159502232,1037,404
1700159502543,4142,37
1700159503064,1200,402
1700159503126,1067,494
1700159503138,413,99
1700159503416,181,94
1700159503910,1042,380
1700159503965,1277,373
1700159504344,993,413
1700159504391,1192,672
1700159504698,1184,398
1700159504865,1087,380
1700159505151,884,395
1700159505178,1208,397
1700159505599,167,162
1700159506280,1322,215
1700159506455,1068,396
1700159506901,11,115
1700159507733,4089,89
1700159508243,950,84
1700159508414,894,381
1700159508803,1179,390
1700159509011,404,132
1700159509214,1221,391
1700159509256,1015,398
1700159509494,1025,388
1700159509989,1493,86
1700159510008,1024,466
1700159510102,1033,399
1700159510163,982,403
1700159510238,1031,414
1700159510314,1016,411
1700159510480,181,134
1700159510516,901,86
1700159510521,1016,414
1700159510584,1234,412
1700159511057,1018,426
1700159511431,1245,396
1700159511505,2107,68
1700159511666,4098,60
1700159512153,203,189
1700159512596,1092,416
1700159513172,1314,252
1700159513400,1078,380
1700159513472,2092,95
1700159513778,194,211
1700159514671,1173,427
1700159515023,1021,401
1700159515561,401,87
1700159515681,200,191
1700159515694,1024,401
1700159515858,209,179
1700159516474,1070,401
1700159516475,206,164
1700159516612,181,132
1700159516924,1223,395
1700159517160,4078,30
1700159517440,424,79
1700159517926,4084,34
1700159518211,1065,444
1700159518326,1093,410
1700159518333,374,66
1700159518639,1095,404
1700159518990,1096,394
1700159519135,1314,138
1700159519467,181,102
1700159519762,1026,388
1700159519765,1158,390
1700159519929,4782,63
1700159520149,1315,209
1700159520460,1045,394
1700159520692,215,162
1700159520785,1010,410
1700159520796,1316,186
1700159520981,91,24
1700159521244,200,181
1700159521498,1066,396
1700159521578,1212,56
1700159521878,372,78
1700159521966,212,217
1700159522048,1088,486
1700159522175,1078,401
1700159522177,408,97
1700159522491,1032,395
1700159522506,69,165
1700159522690,985,45
1700159522947,8,145
1700159523484,4085,35
1700159524037,1148,459
1700159524042,1158,373
1700159524075,197,217
1700159524405,1016,407
1700159524965,994,436
1700159524982,1095,411
1700159525158,1061,410
1700159525175,1020,414
1700159525315,991,394
1700159525468,242,14
1700159526268,13,164
1700159526363,2812,300
1700159526485,1314,249
1700159526659,212,217
1700159526856,1071,395
1700159526919,1017,421
1700159527501,1041,389
1700159527542,1037,428
1700159527774,1227,594
1700159527861,1076,378
1700159527871,409,99
1700159527922,393,88
1700159528080,896,434
1700159528219,1055,398
1700159528624,1110,396
1700159528795,194,161
1700159529038,433,83
1700159529559,1022,411
1700159529694,1147,402
1700159529781,4080,27
1700159529783,1165,402
1700159530114,372,68
1700159530514,873,456
1700159531164,209,179
1700159531271,4083,46
1700159531403,200,179
1700159531616,1047,430
1700159531962,2221,141
1700159532447,1240,496
1700159533098,200,162
1700159533131,1038,408
1700159533186,1318,196
1700159533538,2229,79
1700159533879,1086,540
1700159533998,1107,415
1700159534107,1000,411
1700159534181,988,395
1700159534339,1216,391
1700159534364,1014,413
1700159534672,1037,433
1700159534778,212,217
1700159534809,1145,402
1700159534822,200,217
1700159535254,9,138
1700159535442,1072,395
1700159535605,380,101
1700159535774,2092,95
1700159535810,1090,395
1700159535852,181,119
1700159536288,1019,468
1700159536392,1192,646
1700159536393,212,162
1700159536725,375,122
1700159536786,1039,571
1700159536875,1131,419
1700159537489,1016,402
1700159537569,181,133
1700159538304,404,107
1700159538447,200,179
1700159539176,303,18
1700159539517,2812,300
1700159539519,411,169
1700159539710,1008,394
1700159539765,1671,69
1700159539813,1110,527
1700159540042,1094,429
1700159540277,1089,621
1700159540287,1038,427
1700159540565,1028,468
1700159540872,1145,404
1700159540905,398,81
1700159540954,409,86
1700159541239,1102,386
1700159541530,215,217
1700159541796,1132,419
1700159542637,1094,402
1700159542759,4085,111
1700159542801,4092,105
1700159542802,1022,482
1700159542889,4089,48
1700159543004,209,179
1700159543228,209,223
1700159543343,4081,129
1700159543498,1314,204
1700159544314,1039,401
1700159544329,27,195
1700159544496,209,163
1700159545000,1003,390
1700159545664,933,104
1700159545926,1071,445
1700159546180,1014,407
1700159546185,194,177
1700159546600,1315,141
1700159546682,381,99
1700159546774,1016,411
1700159547115,2584,149
1700159547463,1006,375
1700159548391,1053,606
1700159548570,396,120
1700159548604,1003,575
1700159548650,1009,394
1700159548728,1068,396
1700159549332,1115,388
1700159549395,242,14
1700159549478,1070,548
1700159549619,1158,388
1700159549769,1045,410
1700159549951,203,183
1700159550395,169,164
1700159550660,1775,56
1700159550672,1327,82
1700159550729,1317,154
1700159550765,881,448
1700159550835,407,79
1700159550907,989,471
1700159551016,1304,190
1700159551132,203,217
1700159551175,1138,501
1700159551714,203,217
1700159551943,1078,395
1700159551990,1314,153
1700159552619,913,402
1700159552712,417,92
1700159552801,1027,401
1700159552822,4085,68
1700159552826,942,428
1700159552854,1052,397
1700159553039,1060,499
1700159553318,1152,598
1700159553355,435,200
1700159553416,1044,383
1700159553711,407,115
1700159553944,2351,97
1700159554389,1035,398
1700159554460,1073,397
1700159554494,1130,413
1700159554537,393,86
1700159554948,1005,483
1700159554973,341,18
1700159555172,397,92
1700159555612,404,92
1700159555804,1045,416
1700159556111,4078,28
1700159556143,58,138
1700159556241,1165,49
1700159556425,1037,414
1700159556746,1058,402
1700159557041,1001,388
1700159557381,242,14
1700159557439,386,31
1700159557594,191,165
1700159557668,194,211
1700159557703,1031,378
1700159558272,1070,939
1700159558879,1016,420
1700159559563,439,66
1700159559573,1098,412
1700159559785,206,165
1700159559883,986,387
1700159559893,910,87
1700159559987,1054,408
1700159560244,4088,59
1700159560343,42,144
1700159560518,1072,382
1700159560550,203,179
1700159560674,1151,407
1700159560719,247,14
1700159560857,1862,52
1700159560938,788,52
1700159560948,1082,363
1700159561018,1028,396
1700159561231,1086,426
1700159561270,1027,392
1700159561382,2463,115
1700159561555,1077,413
1700159561887,1012,403
1700159561956,4085,47
1700159562238,1095,429
1700159562487,21,160
1700159562586,1055,396
1700159563075,1004,534
1700159563232,371,85
1700159563298,1163,432
1700159563614,200,193
1700159563907,509,95
1700159564179,215,175
1700159564268,181,121
1700159564269,206,162
1700159564580,1218,390
1700159564583,1086,630
1700159564843,4076,44
1700159565721,1160,373
1700159565775,1024,373
1700159565814,242,14
1700159566023,206,217
1700159566246,1314,175
1700159566498,242,14
1700159566517,1063,426
1700159566544,181,201
1700159566820,1033,397
1700159567392,1054,373
1700159567689,399,103
1700159567830,1160,434
1700159567858,1011,384
1700159567924,1006,414
1700159568049,389,126
1700159568318,397,103
1700159568710,409,148
1700159568754,1012,373
1700159569016,2138,63
1700159569294,19,164
1700159569597,409,93
1700159569680,419,97
1700159569774,1062,394
1700159569803,1018,407
1700159569997,382,88
1700159570342,1074,377
1700159570832,1314,149
1700159571267,1066,429
1700159571280,209,181
1700159571459,409,93
1700159572055,2351,97
1700159572225,1192,396
1700159572256,1032,388
1700159572272,1038,392
1700159572379,374,61
1700159572727,1095,649
1700159572818,1040,393
1700159572897,1024,576
1700159573000,1027,374
1700159573637,1012,394
1700159573797,237,14
1700159573891,1314,185
1700159574425,4077,41
1700159574553,206,187
1700159574601,987,407
1700159574898,388,91
1700159574898,1180,596
1700159574988,181,181
1700159575462,212,217
1700159575771,379,98
1700159575792,1065,411
1700159575802,163,161
1700159575861,957,420
1700159575930,1176,391
1700159576107,1353,224
1700159576179,1021,421
1700159576207,381,128
1700159576468,382,59
1700159576960,4116,43
1700159577346,1051,408
1700159577434,375,77
1700159578268,1018,396
1700159578355,1028,419
1700159578423,1053,385
1700159579438,4088,49
1700159579461,1313,133
1700159579462,200,179
1700159579617,377,82
1700159579656,4085,150
1700159579843,1107,455
1700159580249,1053,411
1700159580408,1145,456
1700159580424,401,105
1700159580541,1165,417
1700159580887,894,57
1700159581171,1314,167
1700159581256,995,375
1700159581427,242,56
1700159581552,1035,428
1700159581685,940,384
1700159581713,181,100
1700159581713,397,105
1700159582150,1171,428
1700159582177,414,110
1700159582328,4093,76
1700159582398,999,95
1700159582593,1139,399
1700159582660,209,162
1700159582668,1320,158
1700159582910,1010,410
1700159582928,1099,396
1700159583012,1163,402
1700159583165,375,69
1700159583530,1115,451
1700159583567,310,18
1700159584020,1038,399
1700159584123,1021,375
1700159584204,567,104
1700159584817,384,63
1700159584885,1314,176
1700159585187,396,104
1700159585273,237,14
1700159585321,1315,197
1700159585398,197,217
1700159585531,1028,375
1700159585687,1004,402
1700159585817,396,80
1700159585851,181,122
1700159585961,194,217
1700159585977,1143,427
1700159586114,191,194
1700159586737,54,139
1700159586881,120,12
1700159586970,209,217
1700159587106,755,104
1700159587130,1002,395
1700159587150,394,132
1700159587152,2375,77
1700159587755,203,165
1700159587784,4123,40
1700159587825,1104,429
1700159587934,1001,384
1700159588004,169,163
1700159588020,1029,443
1700159588158,400,99
1700159588586,397,89
1700159588654,394,86
1700159589240,945,375
1700159589433,1312,138
1700159589433,431,86
1700159589443,1103,460
1700159589479,1013,402
1700159590400,385,64
1700159590440,1050,566
1700159590523,370,68
1700159590753,975,407
1700159590943,181,285
1700159591050,200,217
1700159591216,981,400
1700159591425,1029,429
1700159591485,212,162
1700159591568,4139,40
1700159591726,419,159
1700159591789,1065,402
1700159591799,937,569
1700159592044,994,433
1700159592190,1013,554
1700159592259,404,113
1700159592306,851,89
1700159592360,1119,432
1700159592405,399,98
1700159592490,1042,386
1700159592579,1179,411
1700159592847,215,152
1700159592940,200,179
1700159593010,4083,59
1700159593657,398,138
1700159593747,398,134
1700159594137,1030,403
1700159594504,413,61
1700159594709,1120,406
1700159594972,1014,402
1700159595212,1059,388
1700159595214,200,162
1700159595286,200,162
1700159595464,165,223
1700159595664,4105,65
1700159595715,1073,429
1700159595866,1074,394
1700159596010,998,411
1700159596197,1046,439
1700159596327,1344,56
1700159596414,2230,52
1700159596440,402,122
1700159596769,877,105
1700159597495,1543,46
1700159597672,69,162
1700159597949,1068,388
1700159598009,372,83
1700159599040,209,162
1700159599364,1103,427
1700159599516,1300,405
1700159599538,1039,395
1700159599589,1082,388
1700159600340,1108,396
1700159600670,382,58
1700159600761,1094,411
1700159601267,390,77
1700159601396,1050,397
1700159602041,401,141
1700159602352,402,123
1700159602662,331,18
1700159602737,206,211
1700159602749,1062,522
1700159602918,1104,396
1700159603100,403,88
1700159603103,1083,420
1700159603145,218,167
1700159603285,1004,501
1700159603307,1011,429
1700159603599,1407,92
1700159603651,2332,91
1700159603674,394,95
